sku,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,qty,is_in_stock,website_id,additional_images,additional_image_labels,njm_sku,njm_name,dimensions
zm-001214,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Ames sectional,"Offering exceptional style, comfort, and seating space for your living room, our Ames sectional is sure to please. Constructed with a frame of steel and pine wood, it is finished in a contemporary charcoal gray poly linen upholstery.",280,1,Taxable Goods,"Catalog, Search",4259,Ames-sectional.jpg,,Ames-sectional.jpg,,Ames-sectional.jpg,,1000,1,0,"Ames-sectional1.jpg,Ames-sectional2.jpg,Ames-sectional3.jpg,Ames-sectional4.jpg",,29Z-100783,noble sectional,"W111.8 x H33.5 x L111.8"""
tf-001027,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Amity bench,"With its genuine sheepskin pad in white, A+D Modern's Amity bench offers a contemporary and comfortable accent piece for the modern home's living room, bedroom, or entry way. The leg base comes in polished gold or silver",60,1,Taxable Goods,"Catalog, Search",1299,Amity-bench.jpg,,Amity-bench.jpg,,Amity-bench.jpg,,1000,1,0,"Amity-bench1.jpg,Amity-bench2.jpg,Amity-bench3.jpg,Amity-bench4.jpg,Amity-bench5.jpg",,25T-TOV-O64,landis sheepskin bench,"41""W x 16.5""D x 18.5""H "
zm-001166,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Amityville coffee table,"Marvelously modern, our Amityville coffee table will create a showcase piece for your living room space. It's faux-concrete column base effortlessly supports the tempered glass table surface.",95,1,Taxable Goods,"Catalog, Search",629,Amityville-coffee-table.jpg,,Amityville-coffee-table.jpg,,Amityville-coffee-table.jpg,,1000,1,0,"Amityville-coffee-table1.jpg,Amityville-coffee-table2.jpg",,29Z-100200,nostrand coffee table,"W39.4 x H15.7 x L39.4"""
zm-001165,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Amityville side table,"Marvelously modern, our Amityville side table will create a versatile showcase piece for your living room space. It's faux-concrete column base effortlessly supports the tempered glass table surface.",53,1,Taxable Goods,"Catalog, Search",459,Amityville-side-table.jpg,,Amityville-side-table.jpg,,Amityville-side-table.jpg,,1000,1,0,"Amityville-side-table1.jpg,Amityville-side-table2.jpg",,29Z-100194,nostrand side table,"W21.7"" x H20"" x L21.7"""
tf-000966,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Amsterdam armchair,"A+D Modern's Amsterdam armchair offers a textural seating accent piece for your living room and has a modern, square box design and minimalist metal legs. It is finished in two colors of soft velvet upholstery with hand-woven fabric detailing on the outer frame.",66,1,Taxable Goods,"Catalog, Search",1099,Amsterdam-armchair.jpg,,Amsterdam-armchair.jpg,,Amsterdam-armchair.jpg,,1000,1,0,"Amsterdam-armchair1.jpg,Amsterdam-armchair2.jpg,Amsterdam-armchair3.jpg,Amsterdam-armchair4.jpg,Amsterdam-armchair5.jpg",,25T-TOV-A160,lefferts woven velvet armchair,"34.7""W x 33.5""D x 28.8""H"
tf-001026,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Amsterdam bench,"A+D Modern's Amsterdam bench offers a textural seating accent piece for your living room and has a simple, modern design with translucent acrylic legs. It is finished in two colors of soft velvet upholstery with hand-woven fabric detailing on the bench seating pad.",32,1,Taxable Goods,"Catalog, Search",879,Amsterdam-bench.jpg,,Amsterdam-bench.jpg,,Amsterdam-bench.jpg,,1000,1,0,"Amsterdam-bench1.jpg,Amsterdam-bench2.jpg,Amsterdam-bench3.jpg,Amsterdam-bench4.jpg,Amsterdam-bench5.jpg",,25T-TOV-O56,lefferts woven velvet bench,"48.8""W x 18.5""D x 18.3""H"
nl-000749,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,"Ancram 54"" dining table","Sensationally sculptural, our Ancram dining table brings instant designer style to the modern home's eating space. Its round, glass top is available in two sizes with a striking metal base finished in your choice of brushed gold or polished stainless, and is also offered as a side and coffee table (sold separately).",250,1,Taxable Goods,"Catalog, Search",1399,Ancram-54-dining-table.jpg,,Ancram-54-dining-table.jpg,,Ancram-54-dining-table.jpg,,1000,1,0,,,18N-HGTB490,"murdock dining table - 54""","53""¼ x 53""¼ x 29""½"""
nl-000756,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,"Ancram 60"" dining table","Sensationally sculptural, our Ancram dining table brings instant designer style to the modern home's eating space. Its round, glass top is available in two sizes with a striking metal base finished in your choice of brushed gold or polished stainless, and is also offered as a side and coffee table (sold separately).",250,1,Taxable Goods,"Catalog, Search",1599,Ancram-60-dining-table.jpg,,Ancram-60-dining-table.jpg,,Ancram-60-dining-table.jpg,,1000,1,0,,,18N-HGTB526,"murdock dining table - 60""","60 x 60 x 29""½"""
nl-000747,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Ancram coffee table,"Sensationally sculptural, our Ancram coffee table brings instant designer style as an accent piece in the modern home. Its round, glass top sits upon a striking metal base finished in your choice of brushed gold or polished stainless, and is also offered as a dining and side table (sold separately).",150,1,Taxable Goods,"Catalog, Search",949,Ancram-coffee-table.jpg,,Ancram-coffee-table.jpg,,Ancram-coffee-table.jpg,,1000,1,0,,,18N-HGTB486,murdock coffee table,"41""¼ x 41""¼ x 14""½"""
nl-000748,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Ancram side table,"Sensationally sculptural, our Ancram side table brings instant designer style as an accent piece in the modern home. Its round, glass top sits upon a striking metal base finished in your choice of brushed gold or polished stainless, and is also offered as a dining and coffee table (sold separately).",100,1,Taxable Goods,"Catalog, Search",439,Ancram-side-table.jpg,,Ancram-side-table.jpg,,Ancram-side-table.jpg,,1000,1,0,,,18N-HGTB487,murdock side table,"23""¾ x 23""¾ x 21¾"""
nl-000745,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Andes bench,"A handsome option for your home's entryway, living or bedroom space, our Andes bench is available in two sizes to offer the perfect perching place. It's clean and classic shape is finished in either black or white naugahyde with your choice of gold or stainless frame.",40,1,Taxable Goods,"Catalog, Search",599,Andes-bench.jpg,,Andes-bench.jpg,,Andes-bench.jpg,,1000,1,0,Andes-bench1.jpg,,18N-HGTB480,morgan bench - short,"47""¼ x 17""¾ x 17¾"""
nl-000746,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Andes bench - long,"A handsome option for your home's entryway, living or bedroom space, our Andes bench is available in two sizes to offer the perfect perching place. It's clean and classic shape is finished in either black or white naugahyde with your choice of gold or stainless frame.",50,1,Taxable Goods,"Catalog, Search",679,Andes-bench-long.jpg,,Andes-bench-long.jpg,,Andes-bench-long.jpg,,1000,1,0,Andes-bench-long1.jpg,,18N-HGTB484,morgan bench - long,"59 x 17""¾ x 17¾"""
jo-000339,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Ardsley chair set,"A contemporary homage to the classic ""bull chair"" design, A+D Modern's Ardsley chair set offers a stylish seating option or accent piece for a variety of spaces in the home or office environment. Sold as a set of two, this chair is crafted with a sculpted, curved seat back of solid wood, metal frame, and has a gray padded seat cushion in a leather-look finish.",30,1,Taxable Goods,"Catalog, Search",429,Ardsley-chair-set.jpg,,Ardsley-chair-set.jpg,,Ardsley-chair-set.jpg,,1000,1,0,"Ardsley-chair-set1.jpg,Ardsley-chair-set2.jpg,Ardsley-chair-set3.jpg,Ardsley-chair-set4.jpg",,13J-M21,"lloyd chair, set of 2","W17.7"" x D20.7""""¨x H32.4"""
tf-001028,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Arkwright ottoman,"Our rectangular Arkwright ottoman features deep button tufting and comes in four shades of plush velvet upholstery. Crafted from a solid wood frame, this versatile ottoman serves as a casual seating bench, footrest, table, or elegant accent piece for any room in the modern home.",35,1,Taxable Goods,"Catalog, Search",549,Arkwright-ottoman.jpg,,Arkwright-ottoman.jpg,,Arkwright-ottoman.jpg,,1000,1,0,"Arkwright-ottoman1.jpg,Arkwright-ottoman2.jpg,Arkwright-ottoman3.jpg,Arkwright-ottoman4.jpg,Arkwright-ottoman5.jpg,Arkwright-ottoman6.jpg,Arkwright-ottoman7.jpg,Arkwright-ottoman8.jpg,Arkwright-ottoman9.jpg,Arkwright-ottoman10.jpg,Arkwright-ottoman11.jpg,Arkwright-ottoman12.jpg,Arkwright-ottoman13.jpg",,25T-TOV-O65,lawn velvet ottoman,"51.2""W x 22.4""D x 16.4""H"
zm-001216,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Athens coffee table,"Dark, linear, and modern, our Athens coffee table creates a distinctive design element in your living space. It is crafted from a white wash finish poly-cement and acacia wood.",70,1,Taxable Goods,"Catalog, Search",699,Athens-coffee-table.jpg,,Athens-coffee-table.jpg,,Athens-coffee-table.jpg,,1000,1,0,"Athens-coffee-table1.jpg,Athens-coffee-table2.jpg,Athens-coffee-table3.jpg",,29Z-100798,norman coffee table,"W47.2 x H17.7 x L23.6"""
zm-001217,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Athens console table,"Dark, linear, and modern, our Athens console table creates a distinctive design element in your living space. It is crafted from a white wash finish poly-cement and acacia wood.",60,1,Taxable Goods,"Catalog, Search",599,Athens-console-table.jpg,,Athens-console-table.jpg,,Athens-console-table.jpg,,1000,1,0,"Athens-console-table1.jpg,Athens-console-table2.jpg,Athens-console-table3.jpg",,29Z-100799,norman console table,"W47.2 x H29.5 x L15.7"""
zm-001253,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables,Default Category/Modern Furniture/Outdoor Furniture",base,Athens nesting side tables,"Linear and modern, our Athens nesting side tables create a distinctive design element in your living space. Crafted from a sturdy epoxy and cement-blend to form a non-porous finish, these easy-clean tables can be used indoors or out.",32,1,Taxable Goods,"Catalog, Search",459,Athens-nesting-side-tables.jpg,,Athens-nesting-side-tables.jpg,,Athens-nesting-side-tables.jpg,,1000,1,0,"Athens-nesting-side-tables1.jpg,Athens-nesting-side-tables2.jpg,Athens-nesting-side-tables3.jpg,Athens-nesting-side-tables4.jpg,Athens-nesting-side-tables5.jpg,Athens-nesting-side-tables6.jpg,Athens-nesting-side-tables7.jpg",,29Z-703758,norman nesting side tables,"W16.5 x H19.7 x L12.3"""
nl-000601,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Attica side table,"Our Attica side table is a an exceptionally elegant accent piece for the modern home's living space. Crafted with a round marble top and base, a polished gold stem and handle punctuates its clean lines.",120,1,Taxable Goods,"Catalog, Search",659,Attica-side-table.jpg,,Attica-side-table.jpg,,Attica-side-table.jpg,,1000,1,0,,,18N-HGDJ959,national side table,"19""¾ x 19""¾ x 25""½"""
mf-000424,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Floor Lamps",base,Auburn floor lamp,A+D Modern's sputnik-inspired Auburn  floor lamp is an inspiring piece in black metal that admirably serves its functional lighting task. Also available as a table lamp.,100,1,Taxable Goods,"Catalog, Search",399,Auburn-floor-lamp.jpg,,Auburn-floor-lamp.jpg,,Auburn-floor-lamp.jpg,,1000,1,0,"Auburn-floor-lamp1.jpg,Auburn-floor-lamp2.jpg,Auburn-floor-lamp3.jpg,Auburn-floor-lamp4.jpg,Auburn-floor-lamp5.jpg",,16M-EEI-1563,spectrum floor lamp," 26.5""L x 26.5""W x 65.5""H
<br />Cord: 126""L
<br />Base: 11""L x 11""W x .5""H"
mf-000425,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Table Lamps",base,Auburn table lamp,A+D Modern's sputnik-inspired Auburn  table lamp is an inspiring piece in black metal that admirably serves its functional lighting task. Also available as a floor lamp.,20,1,Taxable Goods,"Catalog, Search",359,Auburn-table-lamp.jpg,,Auburn-table-lamp.jpg,,Auburn-table-lamp.jpg,,1000,1,0,"Auburn-table-lamp1.jpg,Auburn-table-lamp2.jpg,Auburn-table-lamp3.jpg,Auburn-table-lamp4.jpg,Auburn-table-lamp5.jpg",,16M-EEI-1564,spectrum table lamp,"15.5""L x 15.5""W x 24.5""H
<br />Cord: 63.5""L
<br />Base: 8""L x 8""W x .5""H"
nl-000696,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Aurora armchair,"With comfortable padded curves, our Aurora armchair is an excellent accent piece for the contemporary living space and comes in three upholstery options. It sits on chrome legs, finished in gold for the lagoon blue upholstery option only.",100,1,Taxable Goods,"Catalog, Search",1249,Aurora-armchair.jpg,,Aurora-armchair.jpg,,Aurora-armchair.jpg,,1000,1,0,,,18N-HGSC141,knapp armchair,"39¾"" x 35""½"" x 28¾"""
